sample,mean_LUSC,mean_LUAD,DE_LUSC_vs_LUAD
KRT6A,0.7449122201072913,0.3120041260882493,0.432908094019042
KRT5,0.7782217642212039,0.2983623638565571,0.4798594003646468
DSG3,0.6934602664837634,0.1128638632506845,0.5805964032330788
CALML3,0.6671884349751313,0.12125859325188704,0.5459298417232442
XIST,0.267914994371804,0.47693763663112954,0.20902264225932554
SFTPC,0.442978510912092,0.5635140372769738,0.1205355263648818
KRT6B,0.651168213431156,0.22098941427425536,0.4301787991569007
RPS4Y1,0.5636371121751277,0.3826110817406991,0.1810260304344286
KRT14,0.5679555601999388,0.17162629728936554,0.39632926291057324
KRT6C,0.6191548040949024,0.18045149011867218,0.43870331397623025
KRT13,0.5740798021223928,0.18963073827315563,0.3844490638492372
AKR1B10,0.5735433576000605,0.3091404646458637,0.2644028929541968
MAGEA4,0.4257779175832608,0.08764219412220303,0.33813572346105775
SPRR2A,0.5136258360461137,0.08988072798860686,0.4237451080575068
CLCA2,0.6677556291352549,0.20862290429767455,0.45913272483758033
SERPINB13,0.562652184625111,0.07354689073798465,0.48910529388712637
KRT16,0.6109854287460909,0.267916851074819,0.34306857767127186
SPRR3,0.4652955778222289,0.11792153530942562,0.3473740425128033
NTS,0.4722468424817856,0.18188152669654792,0.2903653157852377
DSC3,0.7488088727032618,0.2545120378319978,0.494296834871264
SPRR1B,0.5566740772108694,0.19700420242442573,0.35966987478644363
XAGE1D,0.25340673632106026,0.57308292759178,0.3196761912707198
DDX3Y,0.5716019543622387,0.38112689041273334,0.19047506394950536
PLUNC,0.2537549997958499,0.39841776966377607,0.14466276986792614
PGC,0.29304692895936146,0.46712412736111386,0.1740771984017524
ADH7,0.5485374412537647,0.14846372389453594,0.40007371735922875
UPK1B,0.4805605339395717,0.14843791791514524,0.3321226160244265
MAGEA6,0.40515037697042655,0.19736004924777337,0.20779032772265318
SFTPA1,0.554625772518301,0.6938490835310707,0.13922331101276963
KDM5D,0.5437387560933068,0.37437884557599044,0.16935991051731636
SPRR1A,0.4887472296507211,0.1131119609587023,0.3756352686920188
SFTPA2,0.5863668780066607,0.7129805866836973,0.1266137086770367
SERPINB3,0.5586366422511331,0.2457956915354983,0.3128409507156348
A2ML1,0.517778084713166,0.11184469140303539,0.4059333933101306
FGG,0.32990657331558165,0.5047871379299752,0.17488056461439355
SERPINB5,0.7451016715240292,0.33996422929769027,0.4051374422263389
MAGEA3,0.3715998265750324,0.18876187926408744,0.18283794731094494
SCGB1A1,0.4074168604286245,0.45429323900403673,0.046876378575412214
UGT1A6,0.6520528985902656,0.3524153213028571,0.29963757728740853
FGB,0.08303288297937038,0.2815835110240987,0.19855062804472828
SPRR2D,0.5005885255495282,0.16064946002121092,0.3399390655283172
RHCG,0.47727852747579613,0.13843778670281026,0.33884074077298587
MAGEA9B,0.46360338549976027,0.10321087157035416,0.3603925139294061
GSTM1,0.3459054439598484,0.32328238171018675,0.022623062249661652
PKP1,0.7701491128458967,0.4181555733963483,0.3519935394495484
S100A7,0.3561796131283542,0.06810293638716851,0.2880766767411857
PRAME,0.5909622779703889,0.3620408017149461,0.2289214762554428
GJB6,0.576440376693439,0.2445623478519811,0.33187802884145784
USP9Y,0.5219959352771477,0.3581327432426911,0.1638631920344566
LASS3,0.6040438266847843,0.05823481959066326,0.5458090070941211
SFTPB,0.6070420398882032,0.782813974827183,0.1757719349389798
C20orf114,0.4096214783544615,0.5072013174194778,0.09757983906501633
MUC5B,0.3871964840891329,0.5710748444955691,0.18387836040643624
SPRR2E,0.395442785613591,0.037587009932874726,0.35785577568071625
LY6D,0.47472322710882486,0.25092642388447267,0.2237968032243522
GPX2,0.6634661232109523,0.44723588462016106,0.21623023859079127
FOXE1,0.6317797853332262,0.25083342790300683,0.3809463574302194
CLDN18,0.3887493307625576,0.5006215415669735,0.1118722108044159
TMPRSS11D,0.47779271710560883,0.08896432834979397,0.3888283887558149
FGA,0.23566516420189743,0.41536091312984885,0.17969574892795143
NAPSA,0.5312623294883192,0.7744735927226833,0.24321126323436415
BNC1,0.6392833353257985,0.1566607300372753,0.4826226052885232
SPINK1,0.17894398263866257,0.44548093487408535,0.2665369522354228
DAPL1,0.5268452791208869,0.126643358148045,0.40020192097284185
UGT1A7,0.3503257447190118,0.025007809161372522,0.32531793555763927
PADI3,0.42725090722061887,0.12077700845054117,0.3064738987700777
EIF1AY,0.4803737116589771,0.32842695633497154,0.15194675532400553
SERPINB4,0.46811263947130066,0.17171643457248434,0.29639620489881635
MAGEA2,0.2896135186629773,0.15328557039067914,0.13632794827229816
SCGB3A2,0.44325210851693403,0.5637796802976639,0.12052757178072987
UTY,0.5198716288036397,0.3516851316520323,0.16818649715160738
LOC642587,0.6750143837265616,0.24923632437316753,0.4257780593533941
FAT2,0.6994928840982856,0.31399419369820514,0.38549869040008045
KRT17,0.7192747122779566,0.433365528066546,0.2859091842114106
SFTA2,0.36808538820270714,0.7109664099074882,0.342881021704781
CYP4F11,0.5231979178899239,0.334000384756934,0.18919753313298987
SFTA3,0.4353472141720164,0.767602312301709,0.33225509812969267
PI3,0.5453781239034785,0.2738507835389486,0.2715273403645299
TP63,0.7409400905009025,0.395120756774095,0.34581933372680745
KIF1A,0.3953713497490411,0.332452583650545,0.06291876609849612
LGALS7,0.4699089409350116,0.16287660957253192,0.3070323313624797
AKR1C2,0.6228458698741995,0.4578634921580108,0.16498237771618873
MUC21,0.2620201554249736,0.5562144297085667,0.2941942742835931
CALML5,0.3882116301204945,0.10414204080073167,0.2840695893197628
FAM83C,0.4875095547192676,0.05382606154942357,0.433683493169844
PAEP,0.14611193429954628,0.33975384171874895,0.19364190741920267
MSLN,0.4182288476752132,0.6139422183336252,0.195713370658412
SCGB3A1,0.3540461244573921,0.4805713785981185,0.1265252541407264
IVL,0.5133797721672109,0.29892493121264646,0.2144548409545644
C4BPA,0.4537702843726714,0.6669012011164233,0.21313091674375184
TRIM29,0.8079807015501519,0.4688381225960201,0.3391425789541318
CYP4F3,0.4994411316143323,0.2535587562194031,0.2458823753949292
GSTT1,0.5834634219812486,0.6313694925762958,0.047906070595047257
SBSN,0.44327796983856993,0.14818771880626513,0.2950902510323048
NTRK2,0.6832646917918191,0.36731688003080465,0.3159478117610145
UGT1A9,0.5420040747105238,0.214347533003772,0.32765654170675185
ZFY,0.5147386105071609,0.3568298258043884,0.15790878470277248
MMP10,0.5029831948154819,0.2783502098086043,0.22463298500687762
FGL1,0.09313550582328185,0.34488428250477543,0.2517487766814936
UGT1A10,0.27023997769044994,0.09796910090260195,0.17227087678784797
DMBT1,0.4728671121610259,0.5625719142590524,0.0897048020980265
LGALS7B,0.44592448444229027,0.14759175097029073,0.2983327334719995
MUC13,0.22350418625216892,0.4033515462295644,0.17984735997739545
PTPRZ1,0.6770925078190229,0.3674111390839523,0.3096813687350706
GBP6,0.6520542956402059,0.3069869271475303,0.3450673684926756
LOC84740,0.4025980521230735,0.6493783930010921,0.24678034087801864
CYorf15A,0.48537977331551896,0.3341572641228785,0.15122250919264046
AQP4,0.5088238592686125,0.6443080390581697,0.13548417978955718
WIF1,0.3612777366304176,0.422339568512207,0.061061831881789375
CEACAM5,0.4673857138008837,0.6046008983879536,0.13721518458706994
C16orf89,0.43637066677171193,0.6854409538368962,0.24907028706518425
TMPRSS11A,0.40994423634301225,0.03576991020604778,0.37417432613696444
BARX1,0.4032814011926349,0.31949098273095344,0.08379041846168145
SLC6A15,0.46774686753187916,0.1284915753252686,0.33925529220661055
MAGEA1,0.2938154119685084,0.10945812535946102,0.18435728660904738
ALDH3A1,0.5667923521754794,0.3999631352531608,0.1668292169223186
ODZ2,0.5436729625540028,0.2085646277734049,0.33510833478059787
MAGEA11,0.37004855458069885,0.06349601533663146,0.3065525392440674
GPR87,0.7117545937471568,0.416997377978703,0.29475721576845376
SERPINB2,0.47432979509784723,0.16428673759335266,0.31004305750449457
HMGA2,0.540378841060033,0.33697908432948653,0.20339975673054644
ADAM23,0.6011493768513462,0.25057158807984625,0.3505777887714999
TTTY15,0.44767142496406237,0.29455041436036505,0.15312101060369732
VIL1,0.15318153970561152,0.32534992631655624,0.17216838661094472
MUC16,0.42063277692530043,0.5351218187737797,0.1144890418484793
CTSE,0.47969895149127983,0.632547443560421,0.1528484920691412
IGF2BP1,0.42603571007596247,0.26764750904552076,0.1583882010304417
C10orf99,0.4344312898596972,0.028624089577152012,0.4058072002825452
GKN2,0.2234986830725686,0.3694603965378422,0.1459617134652736
NR0B1,0.24874547487382886,0.15436931085802386,0.09437616401580501
KLK8,0.3667134546382902,0.18257683926103851,0.18413661537725168
COL17A1,0.6265653701556437,0.44498558404910465,0.18157978610653908
MMP13,0.4128842994720261,0.3672852042235598,0.04559909524846628
CA9,0.49068378032559945,0.37336794841631726,0.11731583190928219
MAGEA12,0.22966043311091291,0.1482425433690116,0.08141788974190131
CAPNS2,0.5469990494845527,0.16118241794823357,0.3858166315363191
PEBP4,0.3556747351871716,0.5089271725203323,0.15325243733316068
MSMB,0.25371452321191834,0.30654636388901835,0.052831840677100006
GJB5,0.7009783655816061,0.3040541804568507,0.3969241851247554
ADH1B,0.46670891816947935,0.593894865621277,0.12718594745179768
CST1,0.3859998319906097,0.37288235073726334,0.013117481253346386
ANXA8,0.7208074593719913,0.40460677400163747,0.31620068537035384
CYP4B1,0.47752819603327606,0.6236730019621191,0.146144805928843
PIGR,0.48747479889359047,0.6427656390410762,0.15529084014748573
PCSK2,0.2055199118941815,0.2568877400643223,0.051367828170140795
SLC34A2,0.5998488879178125,0.8077034150408229,0.20785452712301034
HOXC10,0.42938997061292394,0.3077187624706247,0.12167120814229926
PPP2R2C,0.6412534467780423,0.39513568394819437,0.24611776282984793
HOXD13,0.4630770809130821,0.08949667262614222,0.37358040828693984
CALCA,0.07206606504907663,0.1786887310695318,0.10662266602045516
TCN1,0.29530824718283066,0.3169102180558807,0.021601970873050047
KRT4,0.40309627742283016,0.30969546251884117,0.093400814903989
KLK6,0.34469492921040096,0.22380549837370622,0.12088943083669473
LGSN,0.22747374170366433,0.5487664271484692,0.32129268544480494
NELL1,0.3037785073388775,0.24248821145438532,0.061290295884492196
GSTA1,0.5077071037501398,0.4308339433028375,0.07687316044730236
AQP5,0.3242475980545814,0.5096211958438011,0.18537359778921964
SFTPD,0.5277836703809743,0.671324746260351,0.1435410758793767
FOLR1,0.4548266787208443,0.7054349779752864,0.2506082992544421
CALB1,0.2559828599099355,0.08578901221635668,0.17019384769357884
C20orf85,0.2778674958632451,0.3761001987989945,0.09823270293574937
HBA1,0.3313180655969549,0.39726370632133895,0.06594564072438402
EEF1A2,0.39860098818405976,0.49171201805292086,0.0931110298688611
CYorf15B,0.4116522222513955,0.29799580558895156,0.11365641666244397
SLCO1B3,0.33480780610742983,0.25201270648763385,0.08279509961979598
FAM83B,0.6658446024512167,0.2842773390270942,0.3815672634241225
NKX2-1,0.468956341643779,0.7846419057202576,0.31568556407647863
CACNA1B,0.5054628083820009,0.1714200342140093,0.33404277416799155
PTHLH,0.6206723203865206,0.34483970652271023,0.2758326138638104
S100A2,0.6499536216792342,0.41188811200157843,0.23806550967765577
PNCK,0.5838009631327713,0.22890009988992188,0.3549008632428494
HNF1B,0.32440593626628633,0.7097629141349261,0.38535697786863976
CPLX2,0.19136944596949926,0.19386512091012806,0.0024956749406288004
BRDT,0.15825658488882796,0.23823136943002612,0.07997478454119816
COL11A1,0.5955000173073199,0.5282021763842155,0.06729784092310442
TFF1,0.1270880806744711,0.24568791266384504,0.11859983198937393
AKR1C1,0.5999178796287201,0.4600008443431055,0.1399170352856146
CLCA4,0.33571068264339177,0.060107345526707046,0.2756033371166847
KIAA0408,0.24275598287747566,0.40988112799654186,0.1671251451190662
KLK12,0.2158696433818554,0.22207129252248684,0.006201649140631427
WDR72,0.7084275658035986,0.4304102472433579,0.27801731856024064
PRKY,0.5089790999254943,0.3417668914806266,0.16721220844486767
BPIL1,0.10647214820509342,0.2306134828647767,0.12414133465968329
SLC6A4,0.281477469470689,0.27049828211551574,0.010979187355173281
SOX2,0.692752938809224,0.46520168691624747,0.22755125189297648
C4orf7,0.26305752761163687,0.2285615116157438,0.03449601599589305
COL7A1,0.6983246836705727,0.4183252401337507,0.27999944353682193
MS4A15,0.28542543297217315,0.42318583020002953,0.13776039722785638
PAX7,0.1867581669466501,0.20337970427019186,0.01662153732354177
SOST,0.35239954709868637,0.11235547233754309,0.24004407476114328
HOXB13,0.3107811787354233,0.1998910152337413,0.11089016350168202
CYP2B7P1,0.3722436196129249,0.5732270715552811,0.20098345194235617
CNTNAP2,0.5601994945514148,0.3364151358880299,0.22378435866338492
GDA,0.5127553769305474,0.24537789665601573,0.2673774802745317
NEFL,0.3877274413751046,0.17841635336436906,0.20931108801073556
HP,0.42290024218731326,0.48003419201944847,0.05713394983213521
HGD,0.19141415252335334,0.46013071686395673,0.2687165643406034
IL1F5,0.45642175309004895,0.2588043970785845,0.19761735601146446
HOXB9,0.3159696449975895,0.2654273459209754,0.05054229907661412
B3GNT6,0.15797548718407073,0.44490159055798667,0.28692610337391594
CYP24A1,0.4289961776338572,0.4996229476213594,0.07062676998750217
S100A7A,0.31661783912983577,0.03844996908216903,0.27816787004766674
KRT31,0.3060375350916959,0.018626391174070656,0.28741114391762523
SOSTDC1,0.4894585210186747,0.284604325302055,0.20485419571661972
MS4A8B,0.2445389177242731,0.3702380467251654,0.1256991290008923
CHIA,0.19685537251910398,0.4288133844706879,0.23195801195158391
GJB1,0.25634341970446495,0.5338652841398939,0.2775218644354289
ADH1C,0.35193788341920806,0.36588903284566193,0.013951149426453868
HORMAD1,0.3816695202618842,0.32964611186220016,0.05202340839968406
AGTR2,0.25908930740273023,0.31710485748253664,0.05801555007980641
SYT13,0.3323545961382912,0.33989808098434426,0.00754348484605305
CT45A1,0.2295675491279225,0.09471581404368819,0.13485173508423431
KRT23,0.4790748570765849,0.27389959463845737,0.20517526243812756
KLK7,0.397556093427681,0.2722906848919561,0.12526540853572488
CPS1,0.30306651728788936,0.38111921030627627,0.07805269301838691
CAPN8,0.3693287350619094,0.6976338693849076,0.3283051343229982
CPB2,0.1947796327310125,0.35079125482514406,0.15601162209413155
KRTDAP,0.275591102481883,0.018563694078557017,0.257027408403326
KRT15,0.6714843887453206,0.44682777627867964,0.22465661246664093
IRX4,0.368653165692043,0.056855002381059526,0.3117981633109835
CHST9,0.4825149793921829,0.3647629225451323,0.11775205684705059
IL1F9,0.4025607543306058,0.14631134545513047,0.2562494088754753
KRT75,0.3209186402370568,0.0735822829342997,0.2473363573027571
CSAG3,0.33992400916708826,0.16564096926662614,0.17428303990046212
LGI3,0.4983757747009213,0.39821595879874105,0.10015981590218026
AZGP1,0.37914810571704727,0.5212551076789969,0.14210700196194959
SERPINB7,0.4486368652211557,0.17388716063101647,0.27474970459013925
C20orf56,0.29612178280792956,0.5359751757629161,0.23985339295498653
AGR3,0.4476831866951001,0.6478177501262499,0.20013456343114977
CXorf61,0.19042877130202734,0.31743287432811473,0.1270041030260874
TOX3,0.3347730056467191,0.6509730864502777,0.31620008080355866
AGER,0.4113005332684637,0.496441666016496,0.08514113274803226
DLX6,0.4536072843922413,0.1579372063791239,0.2956700780131174
FBN2,0.5164472911191498,0.29852354438428685,0.21792374673486292
COL4A6,0.5621195678462493,0.27064854955741374,0.29147101828883554
AMY1A,0.3546229182085788,0.5053358141267581,0.15071289591817932
HOXD11,0.48964810891134575,0.09824147115462357,0.3914066377567222
PITX2,0.38940291597923604,0.36251313545064107,0.026889780528594975
GABRA3,0.5153649308991246,0.1789446751694151,0.3364202557297095
HOXC13,0.5378979592798635,0.27974717020727596,0.25815078907258754
APOH,0.12127867591741773,0.34702107883453776,0.22574240291712003
TM4SF4,0.07865347523982699,0.2855546892434037,0.20690121400357672
S100P,0.4690506719826236,0.5801598840664158,0.11110921208379221
LMO3,0.4755764014466547,0.7231380135712959,0.24756161212464123
CTAG1B,0.1977521442573851,0.10118975114427513,0.09656239311310998
SOX21,0.6061984272896775,0.3544680283550703,0.25173039893460725
ASCL1,0.15968314689544102,0.22240259680819824,0.06271944991275721
PITX1,0.6516053750399537,0.4485304248818171,0.20307495015813665
ZIC2,0.5555967380667004,0.2712689044482732,0.28432783361842723
MAGEB2,0.2309302254189152,0.08701029083222966,0.14391993458668553
GLB1L3,0.16466125698769635,0.3527206882063314,0.18805943121863505
CSAG1,0.21520965828843241,0.13750417202071336,0.07770548626771906
GGTLC1,0.2781043250062248,0.5377143514142653,0.2596100264080405
MAGEA10,0.2280587063108291,0.08188380939894972,0.1461748969118794
ERN2,0.30390461951206427,0.4523446241112263,0.148440004599162
PPP1R14D,0.17224927792616188,0.4664676078759492,0.29421832994978736
AKR1B15,0.35782146710876644,0.18471644883417826,0.17310501827458818
AMTN,0.250942077576959,0.041570612410770834,0.20937146516618818
ALOX15,0.376791138762752,0.33044150630842734,0.04634963245432466
C1orf110,0.4158897342987265,0.19248508335876977,0.22340465093995673
HABP2,0.2894284554033849,0.5392737105733281,0.24984525516994316
SCTR,0.36379978322322537,0.5593142462876123,0.1955144630643869
TSIX,0.1524222196915931,0.25648516940919663,0.10406294971760352
BMP7,0.7344675420849088,0.4241835775589029,0.31028396452600593
RAET1L,0.49203860834805613,0.07714255690302262,0.4148960514450335
ANXA8L2,0.6998270263234478,0.41776928711183725,0.2820577392116106
NLGN4Y,0.45000291360597866,0.27995693267635535,0.1700459809296233
PROM1,0.4050676843879244,0.5026016434485745,0.0975339590606501
FGFBP1,0.6454431356624974,0.40981324103729566,0.23562989462520179
FAM83A,0.5291994131826195,0.6073774364972,0.07817802331458046
PCP4,0.18688379980342193,0.33588389553860803,0.1490000957351861
KLK11,0.5175940359585767,0.5181426190199454,0.0005485830613687348
HHLA2,0.2585749516834152,0.42257758166813597,0.16400262998472076
CEACAM6,0.5246500215643387,0.758279573337938,0.23362955177359934
DMRTA2,0.487773106806355,0.31642004989365635,0.17135305691269864
CHP2,0.41892524761042393,0.15448541945966104,0.2644398281507629
MMP1,0.5993314483704208,0.5016798750802995,0.09765157329012131
CLDN6,0.14074093821339348,0.28926631498939087,0.1485253767759974
PADI1,0.36158330249835996,0.2417622120590801,0.11982109043927985
TNS4,0.704256422893902,0.4781770218145578,0.2260794010793442
EREG,0.32794691440128193,0.4266820623106164,0.09873514790933446
TEKT1,0.231014989998663,0.34177109966882235,0.11075610967015936
TFPI2,0.3343094959680352,0.47069851950153996,0.13638902353350474
DPCR1,0.168961700096583,0.3336100488648786,0.1646483487682956
ZIC5,0.5152405564429939,0.15002920286648969,0.36521135357650425
MMP3,0.42544818923370065,0.2412424521657209,0.18420573706797974
CTAG2,0.1784573718851925,0.08712736967688046,0.09133000220831204
MAGEC2,0.1617311923651089,0.12778589888996905,0.03394529347513986
HHIP,0.34893845315717414,0.42489724124614014,0.075958788088966
PRSS21,0.547061797300001,0.3911517361370829,0.15591006116291817
NKAIN2,0.5008488612176253,0.1905773206709931,0.3102715405466322
LGALS4,0.17941700396204413,0.31623516060037893,0.1368181566383348
CHGB,0.27815895981659533,0.2567143833060692,0.021444576510526114
SLCO1A2,0.47065292405962345,0.2189059869341491,0.25174693712547436
KLK5,0.27329054258486224,0.15685065853020275,0.11643988405465949
SOHLH1,0.29178281903701214,0.05640966162717889,0.23537315740983325
GAGE12D,0.124986037429819,0.054826829767052096,0.0701592076627669
FETUB,0.3058728927762148,0.056373320962980054,0.24949957181323476
PAPL,0.41175367593827694,0.11063008707173955,0.3011235888665374
USH1G,0.534095695656677,0.16868192281024252,0.3654137728464345
FOXA2,0.4393126988501044,0.7064911014782942,0.2671784026281898
ATP12A,0.3747761679982452,0.2219797728535501,0.1527963951446951
CYP26A1,0.3954823216839295,0.17930191267563217,0.21618040900829733
ABCA12,0.5680581274613201,0.45214135428092816,0.11591677318039195
NLRP2,0.4947022398683052,0.5272555861166565,0.03255334624835127
CRYM,0.3247917425304502,0.5553473465724921,0.2305556040420419
TSPAN8,0.3750864466274321,0.5498134615585337,0.1747270149311016
HOXC11,0.38513664547573856,0.2639538607999663,0.12118278467577226
KLK10,0.5698696010841791,0.47519553579788787,0.09467406528629119
SPAG6,0.3242005570455198,0.441325388595164,0.1171248315496442
C13orf30,0.30173048052814755,0.41574781826906715,0.1140173377409196
IGFL1,0.30466788651797017,0.08352635230831226,0.2211415342096579
CLDN10,0.47469195820390836,0.49587267147552594,0.02118071327161758
GABRP,0.4130948448340064,0.3141689297891214,0.09892591504488496
PSCA,0.3275836919222539,0.302306209591241,0.0252774823310129
CLDN2,0.272951107004465,0.42207842248687794,0.14912731548241293
GJB4,0.5434139823155181,0.23198832788612173,0.31142565442939635
CA4,0.28476211164178933,0.3753774174776516,0.09061530583586225
FABP4,0.3734072900566003,0.3891787395462781,0.01577144948967779
C12orf56,0.5645630968503785,0.24453716593589211,0.3200259309144864
DMRT2,0.540110491032046,0.2505749652702429,0.2895355257618031
SPRR2F,0.27706651309710356,0.07356343708851415,0.2035030760085894
RPS28,0.6206679223736853,0.5809975499471073,0.039670372426578004
SERPIND1,0.2970871649613255,0.4151126609112887,0.1180254959499632
LTF,0.5576654449256343,0.542517602399901,0.015147842525733313
ROS1,0.5238873144213594,0.6838722772549369,0.15998496283357755
